Test ID,auroc,eer,accuracy_at_eer,sensitivity_at_eer,specificity_at_eer,accuracy_at_sensitivity90,sensitivity_at_sensitivity90,specificity_at_sensitivity90
b_m_FamRisk_NN/version_0,0.7128472328186035,0.3916666805744171,0.6190476417541504,0.5833333134651184,0.6333333253860474,0.5476190447807312,0.9166666865348816,0.4000000059604645
b_m_FamRisk_NN/version_1,0.6821895241737366,0.3333333134651184,0.6666666865348816,0.6666666865348816,0.6666666865348816,0.3333333432674408,0.875,0.0784313753247261
b_m_FamRisk_NN/version_2,0.8961433172225952,0.1818181872367859,0.8181818127632141,0.8181818127632141,0.8181818127632141,0.6477272510528564,0.9090909361839294,0.4909090995788574
b_m_FamRisk_NN/version_3,0.8276354074478149,0.25462964177131653,0.746835470199585,0.7407407164573669,0.75,0.6835442781448364,0.9259259104728699,0.557692289352417
b_m_FamRisk_NN/version_4,0.7650537490844727,0.29516130685806274,0.70652174949646,0.699999988079071,0.7096773982048035,0.3913043439388275,0.8999999761581421,0.14516128599643707
b_m_FamRisk_LogisticRegression/version_0,0.7121527194976807,0.3916666805744171,0.6190476417541504,0.5833333134651184,0.6333333253860474,0.5357142686843872,0.9166666865348816,0.38333332538604736
b_m_FamRisk_LogisticRegression/version_1,0.6666666269302368,0.3333333134651184,0.6666666865348816,0.6666666865348816,0.6666666865348816,0.3333333432674408,0.875,0.0784313753247261
b_m_FamRisk_LogisticRegression/version_2,0.8950413465499878,0.1818181872367859,0.8181818127632141,0.8181818127632141,0.8181818127632141,0.6363636255264282,0.9090909361839294,0.4727272689342499
b_m_FamRisk_LogisticRegression/version_3,0.8276352882385254,0.25462964177131653,0.746835470199585,0.7407407164573669,0.75,0.6962025165557861,0.8888888955116272,0.5961538553237915
b_m_FamRisk_LogisticRegression/version_4,0.7806451320648193,0.31129032373428345,0.6847826242446899,0.699999988079071,0.6774193644523621,0.5978260636329651,0.8999999761581421,0.4516128897666931
b_m_FamRisk_LinearRegression/version_0,0.6711805462837219,0.3791666626930237,0.6190476417541504,0.625,0.6166666746139526,0.523809552192688,0.9166666865348816,0.36666667461395264
b_m_FamRisk_LinearRegression/version_1,0.6299020051956177,0.3333333134651184,0.6666666865348816,0.6666666865348816,0.6666666865348816,0.2933333218097687,0.9166666865348816,0.0
b_m_FamRisk_LinearRegression/version_2,0.8911845684051514,0.20606058835983276,0.7954545617103577,0.7878788113594055,0.800000011920929,0.6477272510528564,0.9090909361839294,0.4909090995788574
b_m_FamRisk_LinearRegression/version_3,0.8247863054275513,0.2923789322376251,0.7088607549667358,0.7037037014961243,0.7115384340286255,0.6962025165557861,0.8888888955116272,0.5961538553237915
b_m_FamRisk_LinearRegression/version_4,0.7564516067504883,0.3279569745063782,0.6739130616188049,0.6666666865348816,0.6774193644523621,0.5978260636329651,0.8999999761581421,0.4516128897666931
b_m_Contrac_RandomForest/version_0,0.7079861164093018,0.3708333373069763,0.6309523582458496,0.625,0.6333333253860474,0.511904776096344,0.9166666865348816,0.3499999940395355
b_m_Contrac_RandomForest/version_1,0.5755718946456909,0.45465683937072754,0.54666668176651,0.5416666865348816,0.5490196347236633,0.3466666638851166,0.75,0.1568627506494522
b_m_Contrac_RandomForest/version_2,0.8567492961883545,0.239393949508667,0.7613636255264282,0.7575757503509521,0.7636363506317139,0.6477272510528564,0.9090909361839294,0.4909090995788574
b_m_Contrac_RandomForest/version_3,0.6549144983291626,0.3678775131702423,0.6329113841056824,0.6296296119689941,0.6346153616905212,0.40506330132484436,0.8888888955116272,0.1538461595773697
b_m_Contrac_RandomForest/version_4,0.6182795763015747,0.43440860509872437,0.5652173757553101,0.5666666626930237,0.5645161271095276,0.532608687877655,0.800000011920929,0.4032258093357086
b_m_Contrac_SVM/version_0,0.7111111283302307,0.2958333492279053,0.7023809552192688,0.7083333134651184,0.699999988079071,0.4761904776096344,0.875,0.3166666626930237
b_m_Contrac_SVM/version_1,0.7679738998413086,0.26225489377975464,0.7333333492279053,0.75,0.7254902124404907,0.3733333349227905,0.9166666865348816,0.11764705926179886
b_m_Contrac_SVM/version_2,0.8559228777885437,0.25757575035095215,0.7386363744735718,0.7575757503509521,0.7272727489471436,0.7045454382896423,0.939393937587738,0.5636363625526428
b_m_Contrac_SVM/version_3,0.7293447256088257,0.3582621216773987,0.6455696225166321,0.6296296119689941,0.6538461446762085,0.4556961953639984,0.8888888955116272,0.23076923191547394
